"SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets"
"1",12,1,2,2,2,"1","1",19,0
"1",1,1,3,1,1,"1","1",75.3,0
"2",4,3,1,3,1,"1","2",89.2,0
"1",1,1,2,2,2,"1","2",19,0
"1",3,1,2,2,2,"1","2",20,0
"2",1,3,1,3,1,"1","2",85.7,0
"1",52,1,3,3,1,"3","2",63.25,0
"1",5,1,2,2,2,"2","1",20.1,0
"1",72,3,3,1,3,"3","2",99.15,0
"1",71,3,3,3,3,"3","1",90.4,0
"1",72,3,3,3,3,"3","2",111.9,0
"1",46,3,2,2,2,"2","1",24.9,0
"1",63,3,3,3,3,"3","1",83.5,2
"1",30,1,3,1,1,"1","2",84.3,0
"1",1,1,1,1,1,"1","1",45.6,0
"1",12,3,3,1,1,"1","2",61.65,1
"1",16,2,3,3,1,"3","1",54.85,0
"1",4,3,1,1,3,"1","1",65.55,0
"1",51,3,1,1,3,"2","2",90.35,0
"1",65,1,2,2,2,"3","2",20.4,0
"1",16,1,1,1,1,"1","2",74.55,0
"1",2,1,2,2,2,"2","1",19.95,0
"1",66,3,1,1,1,"2","2",74.25,0
"1",46,3,1,3,3,"3","1",108.65,0
"1",32,3,3,3,3,"2","2",109.55,0
"1",72,3,3,3,3,"3","1",86.65,0
"1",38,1,3,3,3,"3","1",81,0
"1",51,1,1,1,1,"2","1",47.85,0
"1",72,3,3,3,3,"3","1",114.55,0
"2",65,3,3,3,3,"1","1",105.25,6
"1",9,2,1,1,1,"1","2",29.95,0
"1",9,1,3,1,1,"1","1",65,0
"1",66,1,2,2,2,"3","1",20.55,0
"2",44,3,3,3,3,"2","2",109.8,0
"1",50,3,1,1,3,"3","1",69.5,0
"1",15,3,1,1,1,"1","1",48.85,0
"1",8,2,1,1,1,"1","2",25.25,0
"2",66,3,1,3,3,"2","2",102.85,0
"1",57,3,3,1,1,"1","2",87.55,0
"1",7,3,1,1,1,"1","2",78.55,0
"2",10,2,1,1,3,"1","2",34.55,0
"1",62,3,3,1,1,"2","2",92.05,0
"1",40,1,1,3,1,"2","2",85.05,0
"1",20,1,2,2,2,"3","1",19.7,0
"1",7,1,2,2,2,"1","1",20,0
"1",25,1,1,3,3,"1","2",95.15,0
"1",23,3,1,1,1,"1","1",84.25,0
"2",66,3,1,3,3,"2","1",104.6,0
"2",72,3,1,3,3,"3","1",111.65,0
"2",49,3,1,1,3,"1","1",90.05,3
"2",43,3,1,3,3,"1","2",110.75,4
"1",46,3,3,1,1,"1","1",55,0
"1",72,3,3,3,3,"3","1",89.85,0
"1",10,1,2,2,2,"2","1",20.35,0
"1",40,2,3,3,3,"2","2",54.55,0
"1",65,3,1,3,3,"1","2",105.5,6
"1",31,1,1,3,3,"3","1",99.45,1
"1",68,3,3,1,1,"3","1",70.9,0
"2",56,3,3,3,3,"2","2",104.55,5
"1",10,3,1,1,3,"1","2",85.25,0
"1",68,3,2,2,2,"3","1",25.4,0
"1",43,1,1,3,1,"1","1",56.15,0
"1",1,1,1,3,3,"1","2",89.55,1
"2",49,1,1,1,3,"2","2",89.85,0
"1",15,3,2,2,2,"1","2",25.25,0
"2",20,3,1,3,3,"1","2",94.55,2
"1",1,1,1,1,1,"1","2",45.7,0
"1",50,3,1,3,1,"2","2",69.65,0
"2",2,3,1,1,3,"1","1",89.5,0
"2",24,1,1,1,1,"1","1",70,0
"1",3,1,1,1,1,"1","2",69.55,0
"1",1,1,1,1,1,"1","2",74.6,0
"1",35,1,2,2,2,"3","1",20.1,0
"1",17,3,2,2,2,"1","1",24.8,0
"2",8,1,2,2,2,"1","1",19.65,0
"1",10,1,1,3,3,"1","2",95.1,0
"1",68,3,3,3,3,"3","2",88.85,0
"1",45,1,3,3,3,"2","1",78.8,0
"1",2,1,2,2,2,"2","1",19.85,0
"1",37,1,2,2,2,"1","1",20.35,0
"1",4,2,1,1,1,"1","2",24.25,0
"1",10,1,1,1,1,"1","1",45.25,0
"1",1,1,2,2,2,"1","1",20.05,0
"1",65,3,3,1,3,"3","2",69.55,0
"1",57,1,2,2,2,"3","1",19.5,0
"1",3,1,1,1,1,"1","2",74.75,0
"1",2,1,1,1,1,"1","1",69.65,0
"1",49,2,1,1,1,"1","2",30.2,0
"1",4,1,1,1,1,"1","1",45.65,0
"1",70,2,1,3,3,"3","1",57.8,0
"1",53,1,2,2,2,"2","2",19.85,0
"1",53,3,2,2,2,"3","1",25.55,0
"1",1,3,1,1,1,"1","2",75.05,0
"1",22,3,2,2,2,"1","2",24.85,0
"2",52,2,1,3,3,"1","2",49.15,5
"2",65,3,3,3,3,"3","2",110.35,0
"1",48,3,2,2,2,"2","1",24.55,0
"1",2,2,1,1,3,"1","2",34.7,0
"1",3,3,1,3,3,"1","1",107.95,0
"1",45,3,1,1,1,"1","1",81.4,2
"1",1,1,1,1,3,"1","1",80,0
"1",61,1,1,3,3,"3","2",73.8,0
"1",3,1,3,3,1,"1","2",64.4,0
"2",40,3,1,3,3,"2","2",103.75,0
"1",1,1,1,1,1,"1","1",71.1,0
"1",1,1,1,1,1,"1","2",49.9,0
"1",51,3,2,2,2,"2","2",24.6,0
"2",2,1,3,1,1,"1","2",49.25,0
"1",52,2,1,1,1,"2","1",30.1,0
"1",51,3,1,1,3,"1","1",83.4,0
"1",1,1,2,2,2,"1","2",20.45,0
"1",31,3,3,1,3,"2","2",75.25,0
"1",47,1,2,2,2,"2","1",20.55,4
"1",3,3,1,1,1,"1","2",75.1,0
"2",22,1,2,2,2,"2","2",20.05,0
"1",1,1,2,2,2,"1","2",20.65,0
"1",72,3,1,3,3,"3","2",85.15,0
"1",3,1,1,1,1,"1","2",50.15,0
"2",47,1,1,3,1,"2","2",84.95,0
"1",72,3,3,1,1,"3","2",66.5,0
"1",66,3,1,3,1,"3","2",63.3,0
"1",35,3,1,3,1,"1","1",83.15,0
"1",29,3,1,1,3,"1","2",84.9,0
"1",2,1,2,2,2,"1","2",20.55,0
"1",4,1,1,1,1,"1","1",49.25,0
"1",25,1,3,1,1,"1","2",79.85,2
"1",65,1,3,1,1,"3","2",59.6,2
"2",27,3,1,3,3,"2","2",104.65,0
"1",29,1,1,1,1,"1","2",75.3,0
"1",29,3,1,3,3,"1","1",80.1,0
"1",1,1,2,2,2,"1","1",19.55,0
"1",20,1,1,1,1,"1","2",81,0
"1",58,3,2,2,2,"3","2",24.7,0
"1",14,3,3,1,1,"1","2",86,0
"1",72,3,2,2,2,"3","1",25.4,0
"1",46,3,3,3,1,"1","2",89.15,0
"1",71,2,1,3,3,"3","1",58.25,0
"1",32,3,1,1,3,"1","2",85.65,0
"1",26,2,1,3,3,"1","2",50.35,0
"2",68,3,1,1,1,"1","2",80.35,3
"1",2,1,2,2,2,"2","1",20.2,0
"1",61,1,2,2,2,"3","1",20.55,0
"1",4,3,1,1,3,"1","2",85.95,0
"1",3,1,1,1,1,"1","2",45.35,0
"2",33,3,1,3,3,"1","2",94.5,2
"2",9,1,2,2,2,"1","2",21.25,0
"1",22,3,2,2,2,"3","1",26.25,0
"1",5,1,1,3,1,"1","2",80.85,0
"2",30,3,3,1,1,"1","1",91.7,3
"1",65,3,1,1,3,"3","2",74.2,0
"1",45,3,1,1,1,"1","2",87.25,0
"1",5,1,2,2,2,"1","1",20.35,0
"1",25,1,1,1,1,"1","2",75.5,0
"1",72,3,3,1,1,"3","1",79.05,0
"1",27,3,1,1,3,"1","1",90.15,0
"1",32,2,1,3,3,"1","1",50.6,0
"1",30,3,1,3,3,"2","1",110.45,0
"1",70,1,3,1,3,"3","1",101,4
"2",42,3,1,1,1,"1","2",79.35,0
"2",72,3,3,3,3,"3","2",89.85,0
"1",47,3,3,1,1,"3","2",65,0
"1",2,1,3,1,1,"1","2",80.45,0
"1",10,3,3,3,3,"1","1",98.55,0
"1",61,3,2,2,2,"3","2",24.1,0
"1",5,1,1,1,1,"1","2",44.05,0
"2",72,3,1,3,3,"3","2",110.8,0
"2",72,3,3,3,3,"3","2",114.95,0
"2",3,1,1,1,1,"1","1",75.05,0
"1",48,1,2,2,2,"3","1",19.25,0
"1",63,1,1,3,1,"2","2",90.05,0
"1",27,1,3,1,1,"1","2",56.7,0
"1",70,1,3,3,3,"3","2",80.15,0
"1",7,1,3,1,3,"1","2",71.35,0
"1",2,1,3,3,1,"1","1",90.35,0
"2",20,3,1,3,3,"1","2",98.55,3
"1",66,1,2,2,2,"3","1",19.7,0
"1",3,1,2,2,2,"1","1",19.85,0
"1",15,1,1,1,3,"1","2",85.9,1
"1",72,3,3,1,1,"3","2",90.35,0
"1",1,1,2,2,2,"1","1",20.8,0
"1",22,1,1,3,3,"1","1",89.25,3
"1",3,1,1,1,1,"1","2",70.3,0
"1",72,3,3,1,1,"3","1",66.85,0
"1",65,1,2,2,2,"3","1",19.9,0
"1",11,2,1,3,1,"1","2",35.8,0
"1",22,3,1,1,1,"1","2",78.85,0
"1",14,1,2,2,2,"2","1",20.4,0
"1",41,1,1,1,1,"1","2",74.25,0
"1",17,1,3,1,3,"2","1",64.8,0
"1",11,1,2,2,2,"1","2",20.45,0
"1",15,3,1,3,3,"1","2",93.35,1
"1",1,1,2,2,2,"1","1",19.9,0
"1",5,1,3,1,3,"1","2",88.9,0
"1",33,1,1,3,3,"2","2",95.8,4
"1",72,3,3,3,3,"3","2",110.65,0
"1",3,2,1,1,3,"1","1",40.3,0
"1",2,3,1,1,1,"1","2",82,0
"1",59,3,3,1,3,"2","2",107,0
"1",2,1,1,1,1,"1","1",45.35,0
"1",71,1,1,3,3,"3","2",73.35,0
"1",5,1,1,1,1,"1","1",44.8,0
"1",27,1,3,1,1,"1","2",54.75,1
"1",1,1,1,1,1,"1","2",52.2,0
"1",63,2,3,1,1,"2","2",40.6,0
"2",46,3,3,3,3,"2","2",110,4
"1",72,3,3,1,1,"3","1",55.3,0
"1",34,3,3,1,1,"1","2",60.85,0
"1",24,3,3,3,3,"2","1",78.4,0
"1",72,3,3,1,1,"3","1",69.65,0
"1",60,2,3,3,3,"3","1",59.85,0
"1",68,3,3,1,3,"2","2",76.9,0
"1",8,1,2,2,2,"3","2",19.85,0
"1",34,1,3,3,1,"3","1",67.65,0
"1",6,2,1,3,3,"1","1",45,0
"1",2,1,1,1,3,"1","2",64.2,0
"1",31,3,1,1,1,"2","1",81.7,0
"1",20,3,2,2,2,"1","2",25.55,0
"1",1,1,2,2,2,"1","1",20,0
"1",62,3,1,3,3,"2","2",96.75,6
"2",70,3,1,1,1,"3","2",75.65,0
"1",10,3,1,3,3,"1","2",98.5,2
"1",39,3,2,2,2,"3","2",23.8,0
"1",46,1,1,3,1,"3","2",64.2,0
"1",6,1,1,3,1,"1","2",85.35,0
"1",72,3,1,3,3,"3","2",76.8,0
"1",18,1,1,1,1,"1","1",55.2,0
"1",71,3,3,3,3,"3","2",108.55,0
"1",40,3,1,3,3,"1","2",101.3,5
"1",1,1,1,1,1,"1","2",69.55,0
"1",58,3,1,3,3,"2","2",103.25,4
"1",70,3,3,3,3,"3","2",104,7
"1",42,3,2,2,2,"3","1",25.25,0
"1",34,2,3,1,1,"2","1",30.4,0
"2",5,1,2,2,2,"1","1",20.05,0
"1",25,3,1,3,1,"1","2",84.6,0
"1",2,1,1,1,3,"1","2",86.2,0
"1",55,1,1,3,3,"2","2",103.7,0
"1",21,3,1,3,3,"1","2",111.2,2
"1",70,3,3,1,1,"3","2",88,0
"1",61,3,1,3,3,"1","2",106.35,0
"1",43,1,3,3,3,"3","2",79.15,0
"1",47,3,1,3,3,"2","2",103.1,0
"1",5,1,1,3,1,"1","2",63.95,0
"1",62,3,2,2,2,"3","2",25.8,0
"1",16,1,1,3,1,"1","2",89.45,1
"2",7,3,1,3,3,"1","2",95.6,0
"1",14,3,2,2,2,"1","1",25.55,0
"1",60,1,1,3,1,"2","1",90.95,6
"1",34,2,1,3,1,"1","2",44.85,0
"1",50,3,3,3,3,"2","1",108.55,5
"1",38,3,2,2,2,"3","1",25.05,0
"1",70,1,3,1,3,"2","1",74.1,0
"1",37,3,1,3,1,"1","2",88.8,0
"2",4,1,1,3,1,"1","2",78.85,0
"2",60,3,3,1,3,"1","2",93.25,3
"1",62,1,3,1,3,"2","1",71.4,0
"1",1,1,1,1,1,"1","1",44.4,0
"1",36,1,3,3,3,"1","2",79.2,0
"1",44,1,2,2,2,"3","1",20.4,0
"2",55,3,1,3,3,"2","2",100,5
"1",72,3,3,3,3,"3","2",105,0
"1",12,1,2,2,2,"2","1",19.8,0
"1",13,2,3,1,1,"1","2",30.85,0
"1",1,1,1,3,3,"1","2",89.9,2
"1",15,1,2,2,2,"2","1",20.55,0
"1",65,1,3,3,3,"3","2",84.85,0
"1",12,2,3,1,1,"2","1",33.15,0
"1",72,3,3,3,3,"3","2",92,0
"1",72,3,3,3,3,"3","1",89.8,0
"1",72,3,3,3,3,"3","2",115.8,0
"1",52,3,3,3,3,"3","2",85.15,0
"1",2,3,2,2,2,"1","1",24.85,0
"1",5,1,3,3,1,"1","2",64.35,0
"1",68,1,2,2,2,"3","1",20.5,0
"1",62,3,1,3,3,"2","2",100.15,5
"1",72,3,3,3,3,"3","1",86.05,0
"1",1,1,1,1,1,"1","1",50.8,0
"1",66,3,3,1,1,"2","1",89,0
"1",72,2,3,3,3,"3","2",64.8,0
"1",26,1,2,2,2,"2","1",19.8,0
"1",64,3,3,1,3,"3","1",93.4,0
"2",20,1,1,1,1,"1","2",73.65,0
"1",3,1,1,3,3,"1","2",95.1,0
"1",22,3,1,3,3,"1","2",94.65,3
"1",4,1,1,1,1,"1","2",80.6,0
"1",62,2,1,3,1,"3","2",39,0
"1",5,1,2,2,2,"1","2",20.5,0
"1",59,3,1,1,3,"2","1",85.55,0
"1",3,3,2,2,2,"3","2",26.4,0
"1",72,3,3,3,1,"3","2",98.2,6
"1",57,1,1,3,3,"2","2",97.55,0
"1",66,1,2,2,2,"3","1",19.95,6
"1",60,2,1,3,3,"1","2",50.8,6
"1",45,3,1,3,3,"3","1",99.7,0
"1",3,2,1,3,1,"1","2",34.8,0
"1",15,1,3,3,3,"1","1",105.1,0
"1",51,2,3,3,3,"2","1",60.15,0
"1",60,3,3,1,1,"2","1",64.75,0
"1",33,3,1,1,1,"1","2",54.65,0
"1",10,1,3,3,3,"1","2",110.1,0
"2",26,1,2,2,2,"2","1",19.3,0
"1",6,1,1,1,3,"1","1",83.9,0
"1",67,3,3,3,3,"2","2",111.25,0
"1",49,2,3,1,1,"2","2",35.8,0
"1",1,1,2,2,2,"1","2",20.05,0
"2",7,1,1,3,1,"1","2",84.35,0
"2",27,3,3,3,3,"2","2",110.5,0
"1",37,1,1,3,3,"2","1",91.2,0
"1",63,3,3,3,1,"1","2",100.55,6
"1",31,3,3,1,1,"1","1",89.3,0
"1",50,3,1,3,3,"1","2",103.85,5
"2",32,3,1,1,1,"1","2",81.1,0
"1",1,2,1,1,1,"1","1",24.6,0
"1",63,3,1,1,1,"2","2",81.2,2
"1",30,3,3,1,3,"1","2",94.3,0
"1",71,3,3,3,3,"3","2",116.1,0
"1",53,3,1,3,3,"3","1",105.55,0
"1",12,1,3,3,3,"1","2",98.9,2
"1",50,3,3,1,3,"1","2",94.4,0
"1",2,1,2,2,2,"1","1",19.5,0
"1",9,3,1,3,3,"1","1",98.3,0
"1",17,1,3,3,3,"1","1",93.85,1
"1",56,1,3,3,3,"2","2",105.6,0
"1",67,1,3,3,3,"3","1",81.35,0
"2",9,3,1,3,3,"1","2",100.5,0
"1",4,1,1,3,1,"1","2",56.4,0
"1",19,1,1,1,3,"2","2",65.35,0
"1",8,1,2,2,2,"1","1",19.95,0
"1",71,3,1,3,3,"3","2",111.25,0
"2",10,1,1,1,1,"1","2",72.85,0
"2",15,3,1,3,1,"1","1",89,0
"1",72,3,3,3,3,"2","2",106.1,0
"1",12,1,2,2,2,"2","1",20.05,0
"1",72,3,2,2,2,"3","2",25.2,0
"2",1,3,1,1,1,"1","2",73.55,0
"2",23,1,3,1,1,"1","2",75.4,0
"1",72,2,3,3,3,"3","2",65.55,0
"1",26,3,1,1,1,"1","2",80.7,0
"1",21,1,1,3,3,"2","2",104.55,0
"1",60,3,2,2,2,"2","1",24.15,0
"1",12,1,2,2,2,"1","1",20.45,0
"1",16,3,1,1,1,"1","2",75.4,0
"1",63,3,3,3,3,"2","2",79.7,0
"2",22,1,3,1,1,"1","1",81.7,0
"1",32,1,3,1,3,"1","1",76.3,0
"2",3,3,1,1,1,"1","2",79.4,0
"1",13,1,1,1,1,"1","2",81.15,1
"1",68,3,1,3,3,"3","2",103.75,0
"1",30,1,1,1,3,"2","1",86.45,0
"1",16,1,1,1,1,"1","1",75.1,0
"1",33,1,1,1,1,"3","1",80.6,0
"1",72,1,2,2,2,"3","1",19.3,0
"2",4,3,1,1,3,"1","2",84.6,0
"1",12,2,3,1,1,"2","2",33.6,0
"2",4,3,1,3,1,"1","2",83.25,0
"1",6,3,3,1,1,"1","2",79.05,0
"1",65,3,1,3,3,"2","2",108.05,0
"1",15,1,2,2,2,"1","1",19.9,0
"1",24,1,2,2,2,"2","1",21.05,0
"1",13,2,1,1,1,"1","1",30.15,0
"1",24,1,1,1,3,"1","2",79.85,0
"1",72,2,3,3,3,"3","1",65.5,0
"1",54,3,3,3,3,"1","2",104.1,0
"1",3,3,1,1,1,"1","1",74.4,0
"1",4,1,2,2,2,"1","2",20.5,0
"2",32,3,1,3,1,"1","2",91.35,0
"2",35,3,1,3,3,"1","2",99.05,1
"1",35,1,2,2,2,"3","1",20.5,0
"2",2,1,1,1,1,"1","1",44.95,0
"1",8,1,1,1,1,"1","1",75.6,0
"1",22,1,3,1,1,"1","1",55.1,0
"1",15,1,3,1,1,"1","1",58.95,0
"1",22,3,1,3,3,"1","2",95.1,0
"1",1,1,1,1,1,"1","1",44.7,0
"1",71,3,2,2,2,"3","1",25.45,0
"1",4,1,3,1,1,"1","1",56.75,0
"1",25,3,3,1,3,"1","1",81.75,0
"1",32,1,1,3,1,"1","2",86.1,0
"2",7,2,3,1,1,"1","1",29.8,0
"1",17,1,2,2,2,"2","2",20.5,0
"2",8,1,3,3,1,"1","1",60.9,0
"2",56,3,3,1,3,"3","1",73.25,0
"1",1,1,1,1,1,"1","2",45.7,0
"2",8,1,3,3,3,"1","1",100.3,1
"1",7,1,2,2,2,"1","1",19.25,0
"1",3,1,2,2,2,"1","1",20.85,0
"1",71,1,3,3,1,"3","1",77.35,0
"1",2,3,1,3,3,"1","2",96,1
"1",1,1,1,3,3,"1","1",90.55,0
"1",49,3,3,3,1,"1","2",93.85,0
"1",58,1,1,3,1,"3","1",70.1,0
"2",44,2,1,1,1,"1","2",30.35,0
"1",59,1,1,3,3,"3","2",75.95,0
"1",71,3,3,3,3,"3","2",108.05,8
"1",1,1,1,1,1,"1","2",69.9,0
"1",11,3,1,1,1,"1","1",75.25,0
"2",62,3,1,3,3,"2","2",103.75,6
"1",35,1,3,1,1,"2","2",54.95,0
"1",20,1,2,2,2,"1","2",19.5,0
"1",40,1,2,2,2,"3","1",19.6,0
"1",39,1,3,1,1,"2","2",47.85,0
"1",1,3,1,1,3,"1","2",86.6,0
"1",72,3,2,2,2,"3","1",23.75,0
"2",33,3,1,1,1,"1","2",80.6,0
"1",12,1,1,1,1,"1","1",43.8,0
"1",1,1,2,2,2,"1","1",19.75,0
"1",27,1,2,2,2,"1","1",19.15,0
"1",34,1,2,2,2,"2","1",19.6,0
"1",56,1,3,1,1,"3","1",80.3,0
"1",58,3,2,2,2,"3","1",24.35,0
"1",22,3,2,2,2,"3","1",25.25,0
"1",10,3,2,2,2,"3","1",26.1,0
"1",13,1,2,2,2,"3","1",20,0
"1",35,3,1,1,1,"1","1",85.3,0
"1",34,1,1,1,1,"1","2",70,0
"2",4,3,1,3,3,"1","2",94.3,2
"1",72,1,2,2,2,"3","1",20.7,0
"1",2,1,1,3,3,"1","1",70.3,0
"1",7,1,1,3,3,"1","2",95.35,0
"2",27,3,1,1,1,"1","2",75.5,0
"1",4,1,1,1,1,"1","2",69.55,0
"1",37,1,2,2,2,"3","1",19.85,0
"1",21,1,2,2,2,"1","1",20,0
"2",53,3,1,3,3,"2","2",95.85,0
"1",18,3,1,1,3,"1","2",90.1,0
"1",2,1,1,1,1,"1","1",68.95,0
"1",32,3,3,3,3,"1","2",99.55,3
"2",23,1,2,2,2,"2","2",20.75,0
"1",3,1,3,1,1,"1","2",50.15,0
"1",71,2,3,3,3,"3","1",58.65,0
"1",9,1,1,3,3,"1","2",95.9,0
"1",1,1,1,1,1,"1","1",49.5,0
"1",18,1,1,1,3,"1","1",57.45,2
"1",12,1,1,1,3,"2","1",53.65,0
"1",71,3,3,1,3,"3","2",80.1,0
"1",64,3,2,2,2,"2","2",24.4,0
"1",4,2,1,1,3,"1","2",40.05,0
"1",23,1,2,2,2,"1","2",19.5,2
"1",39,1,3,1,1,"1","1",51.05,0
"1",28,1,3,1,1,"2","1",54.35,2
"2",5,1,1,3,1,"1","2",84.7,0
"2",45,1,1,1,3,"1","2",86.1,0
"1",37,1,1,1,1,"1","2",70.35,0
"2",60,1,3,3,3,"3","2",110,0
"2",8,3,1,3,3,"1","2",100.6,0
"1",47,3,3,3,1,"2","1",94.9,0
"1",26,3,1,3,1,"1","2",83.75,0
"2",3,1,3,3,1,"1","2",88.3,0
"1",50,1,1,1,1,"1","2",69.75,0
"1",27,3,1,3,3,"1","1",71.6,0
"2",8,1,1,3,3,"1","2",92.1,0
"1",62,3,2,2,2,"3","1",23.65,0
"1",71,1,3,3,3,"3","1",81.85,0
"1",66,3,2,2,2,"3","1",25.1,0
"1",68,3,3,3,3,"3","2",114.7,0
"1",13,2,1,3,3,"1","1",49.15,0
"1",56,1,1,1,3,"2","2",80.9,0
"1",38,1,3,1,1,"1","2",79.45,4
"2",14,1,1,3,3,"1","1",90.45,1
"1",16,1,2,2,2,"2","2",19.3,0
"1",14,1,1,1,1,"1","1",70.2,0
"1",32,1,1,1,1,"1","2",69.75,0
"1",8,1,3,1,1,"2","1",54.25,0
"1",43,3,1,3,3,"1","2",99.3,0
"1",52,3,3,3,1,"2","1",74,0
"1",3,1,1,1,1,"1","2",50.25,0
"1",29,1,2,2,2,"2","2",19.8,0
"1",1,1,2,2,2,"1","1",19.65,0
"2",12,2,1,1,3,"1","2",43.65,1
"1",16,2,1,1,3,"1","2",35.5,0
"1",40,3,1,3,3,"2","2",80.75,1
"1",5,2,1,1,3,"1","1",39.5,0
"1",40,3,1,3,3,"1","2",97.1,4
"1",36,1,2,2,2,"2","1",19.55,0
"1",5,1,1,1,3,"1","2",80,0
"1",10,1,3,3,1,"1","2",84.7,1
"1",2,1,1,3,3,"1","2",89.55,0
"1",23,3,1,3,1,"1","2",90.6,0
"1",26,1,2,2,2,"2","2",20.05,0
"2",72,3,3,3,3,"3","2",112.4,0
"1",34,1,1,1,1,"1","1",50.2,0
"1",10,1,3,3,1,"1","1",62.25,0
"1",14,1,3,1,1,"2","1",55.7,0
"1",23,3,3,3,1,"1","2",90.05,2
"1",47,1,2,2,2,"3","1",19.65,0
"1",24,1,3,1,3,"1","2",89.25,0
"1",49,3,1,3,3,"1","2",99.05,4
"2",20,1,3,1,1,"2","1",54,0
"1",2,1,1,1,1,"1","1",69.75,0
"1",2,1,1,1,1,"1","2",49.05,0
"1",22,2,1,3,3,"3","1",56.75,0
"1",7,3,1,3,3,"1","2",98.05,2
"1",1,1,2,2,2,"1","1",21.1,0
"1",59,3,1,1,3,"1","2",96.65,0
"1",58,3,2,2,2,"2","2",24.5,0
"1",41,3,3,3,3,"1","2",114.5,4
"2",59,3,1,1,1,"3","2",79.2,0
"1",3,1,1,1,1,"1","2",69.55,0
"1",32,1,2,2,2,"3","2",20.05,0
"2",46,3,1,3,3,"1","2",98.85,0
"1",2,1,1,1,3,"1","2",80.95,0
"1",52,1,2,2,2,"2","1",19.6,0
"2",13,1,1,1,1,"1","2",74.3,1
"2",11,1,1,3,3,"1","1",89.7,1
"1",32,3,3,1,1,"1","1",87.65,0
"2",17,3,1,3,3,"1","2",100.45,1
"1",16,3,1,1,1,"1","2",74.75,0
"1",51,3,3,3,3,"2","1",107.45,1
"1",29,1,1,3,3,"2","2",75.35,0
"1",70,1,3,1,1,"3","1",64.95,0
"1",71,3,3,1,3,"3","1",100.45,0
"1",41,3,1,3,1,"2","1",68.5,0
"1",1,1,1,3,1,"1","2",80.55,0
"1",7,1,3,3,3,"1","1",81.25,0
"1",25,1,1,3,3,"2","2",90.4,1
"1",67,3,3,1,1,"2","1",89.55,0
"1",5,3,1,1,1,"1","2",55.7,0
"1",15,3,2,2,2,"1","2",24.8,0
"1",20,1,2,2,2,"1","1",20,0
"1",3,1,1,1,1,"1","2",56.15,0
"1",54,3,1,3,3,"2","2",105.2,0
"1",42,1,2,2,2,"2","2",19.55,0
"1",9,1,1,1,3,"1","2",79.75,0
"1",63,3,1,3,3,"3","1",97.45,0
"1",69,3,2,2,2,"3","1",24.25,0
"1",69,3,2,2,2,"3","1",24.6,0
"1",40,1,1,1,1,"1","2",50.15,0
"1",60,2,3,1,1,"3","1",39.6,0
"1",4,1,3,1,3,"1","2",94.4,0
"2",71,3,3,3,3,"3","1",89.85,0
"1",37,3,1,1,1,"1","2",78.95,0
"1",32,3,1,3,3,"1","2",98.85,2
"1",39,3,1,1,1,"3","2",53.85,0
"1",38,3,2,2,2,"2","2",24.25,0
"1",52,3,1,1,3,"3","2",89.45,0
"1",48,3,3,3,3,"1","2",105.25,0
"1",70,2,3,3,3,"3","1",59.5,0
"1",20,1,1,1,1,"1","1",70.55,0
"1",50,3,3,3,3,"2","2",82.5,0
"1",19,2,1,3,3,"2","2",44.85,0
"1",25,1,3,1,1,"2","2",61.6,0
"1",12,1,1,1,1,"1","2",49.05,0
"2",39,3,1,3,3,"1","2",105.65,3
"1",7,1,1,1,1,"1","1",74.65,0
"1",23,1,3,1,1,"2","2",66.25,0
"1",27,1,2,2,2,"1","2",19.4,0
"2",47,3,1,3,1,"1","2",86.05,0
"1",26,1,2,2,2,"3","2",19.15,0
"1",14,3,3,3,1,"1","2",64.7,0
"2",11,3,1,3,3,"1","2",104.05,1
"1",2,1,2,2,2,"1","1",19.25,0
"1",26,1,3,1,1,"1","1",81.95,0
"2",72,3,3,3,3,"3","2",114.65,0
"1",63,1,2,2,2,"3","1",20,0
"1",71,1,2,2,2,"3","1",19.8,3
"1",11,3,3,3,1,"1","2",65.15,0
"2",14,1,2,2,2,"2","1",19.65,0
"1",13,3,3,3,3,"3","1",88.95,0
"1",6,1,2,2,2,"1","2",20.2,0
"2",11,3,1,1,1,"1","2",75.2,0
"1",18,3,1,1,1,"1","1",56.8,0
"1",1,2,1,1,3,"1","2",35.55,0
"1",32,1,3,1,1,"1","2",75.5,0
"1",29,2,3,1,1,"2","1",35.6,0
"1",3,3,1,3,1,"1","2",60.25,0
"1",2,3,1,3,3,"1","2",95.15,0
"1",13,1,1,3,3,"1","2",96.65,1
"1",41,2,1,1,3,"1","2",40.35,0
"1",1,1,2,2,2,"1","1",18.85,0
"1",7,1,1,3,1,"1","1",54.85,0
"1",52,1,3,3,1,"2","2",64.3,0
"1",45,3,2,2,2,"3","2",24.65,0
"1",70,3,1,3,1,"3","1",76.1,0
"1",53,1,2,2,2,"3","1",18.7,0
"2",62,3,1,3,1,"2","2",97.95,0
"1",60,3,3,1,3,"1","2",94.1,5
"2",3,1,1,3,1,"1","2",80.4,0
"2",23,1,3,3,3,"1","2",95.1,0
"1",1,2,1,1,1,"1","2",31.35,0
"1",67,1,3,1,3,"2","2",72.35,0
"1",12,3,1,3,1,"1","2",89.75,1
"2",71,3,3,1,3,"3","2",82.7,0
"1",25,1,2,2,2,"2","1",19.9,0
