"","SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets","Churn"
"497","1",70,1,2,2,2,"3","1",19.8,0,1
"498","2",5,2,1,1,1,"1","1",28.45,0,0
"499","1",12,3,3,1,3,"1","2",99.7,1,0
"500","1",34,3,3,3,3,"2","1",116.25,0,1
"501","2",71,3,3,1,1,"3","2",80.7,0,1
"502","1",70,3,3,1,3,"2","1",65.2,0,1
"503","1",52,1,3,1,1,"1","2",84.05,0,1
"504","1",69,3,3,3,1,"3","2",79.45,0,1
"505","2",20,3,1,1,3,"1","2",94.1,3,0
"506","1",11,3,1,1,1,"1","2",78,0,1
"507","1",2,1,1,3,3,"1","2",94.2,1,0
"508","1",6,3,1,1,1,"1","2",80.5,0,0
"509","1",1,1,2,2,2,"1","1",19.85,0,1
"510","2",20,1,3,1,3,"2","1",94.3,0,1
"511","1",61,3,3,3,3,"1","2",106.45,0,1
"512","2",5,3,1,1,1,"1","2",74.35,0,0
"513","1",56,3,1,3,3,"1","2",105.45,0,1
"514","1",30,3,3,1,1,"1","2",95,0,1
"515","1",40,3,1,3,3,"1","1",104.8,4,0
"516","1",28,1,3,1,1,"2","1",54.3,0,1
"517","2",5,1,1,1,1,"1","1",70.05,0,1
"518","2",27,1,3,1,1,"1","2",75.2,0,0
"519","1",12,1,2,2,2,"1","1",20.05,0,1
"520","1",67,3,1,3,3,"2","2",105.4,0,1
"521","2",29,3,1,1,1,"1","2",51.6,0,1
"522","1",55,3,1,1,3,"1","1",85.5,0,1
"523","1",23,3,1,1,1,"1","1",75.6,0,0
"524","1",34,3,1,3,3,"1","2",100.05,3,0
"525","1",52,1,3,3,1,"2","1",91.25,0,1
"526","2",72,3,3,3,3,"3","2",115.75,0,1
"527","1",58,3,1,3,1,"2","2",94.7,0,1
"528","1",35,1,2,2,2,"3","1",19.6,0,1
"529","2",56,3,1,3,1,"3","2",99.9,0,1
"530","1",24,1,2,2,2,"3","2",21.1,0,1
"531","1",70,1,2,2,2,"3","1",20.05,6,1
"532","1",2,1,1,3,1,"1","2",79.95,0,1
"533","2",68,3,1,3,3,"2","2",107.15,0,1
"534","1",1,3,1,1,3,"1","2",85,0,0
"535","1",12,3,1,3,1,"1","2",89.55,0,1
"536","1",63,3,1,1,1,"1","2",81.55,0,1
"537","1",33,1,3,1,1,"2","2",58.45,0,1
"538","1",69,1,1,3,3,"2","2",95.65,0,1
"539","1",60,1,1,3,3,"3","2",80.6,0,1
"540","1",72,3,3,3,3,"3","2",113.1,0,1
"541","1",11,3,1,1,3,"1","2",58.95,0,1
"542","1",1,1,2,2,2,"1","1",19.55,0,1
"543","1",10,3,1,3,1,"1","2",86.05,0,0
"544","1",13,2,3,3,1,"1","2",45.55,2,0
"545","1",34,1,1,1,3,"2","2",78.95,0,1
"546","1",39,1,1,3,1,"1","2",86.3,3,0
"547","1",65,3,1,3,3,"2","2",105.05,0,1
"548","2",50,3,3,3,1,"2","2",101.9,4,1
"549","1",15,1,2,2,2,"1","1",19.75,1,1
"550","1",72,3,3,3,3,"3","2",110.3,0,1
"551","1",72,3,3,3,3,"3","2",115.6,4,1
"552","1",55,1,2,2,2,"3","1",19.35,0,1
"553","1",23,3,2,2,2,"3","2",25.6,0,1
"554","1",32,3,1,1,1,"1","2",80.35,0,0
"555","1",56,3,3,1,3,"2","2",68.75,0,1
"556","1",1,1,2,2,2,"1","1",19.9,0,1
"557","1",38,1,3,3,1,"2","1",70.6,0,1
"558","1",11,1,1,1,1,"1","1",70.2,0,1
"559","1",1,1,1,1,1,"1","2",49.3,0,1
"560","1",56,3,1,3,3,"2","2",107.25,0,1
"561","1",3,3,2,2,2,"1","2",23.6,0,1
"562","1",7,1,3,3,3,"1","1",69.7,0,1
"563","1",59,3,1,3,3,"3","2",99.5,0,1
"564","1",7,1,1,3,1,"1","1",64.3,0,1
"565","1",71,1,3,1,3,"3","2",70.85,0,1
"566","1",15,1,3,3,3,"2","1",101.9,0,1
"567","1",71,3,3,3,1,"3","1",73.5,0,1
"568","1",35,3,1,3,3,"1","2",100.25,4,0
"569","1",11,2,1,1,1,"2","2",40.4,0,1
"570","1",60,1,2,2,2,"3","2",19.25,0,1
"571","2",47,3,1,1,1,"3","1",59.6,0,1
"572","1",11,1,1,1,3,"2","1",64.9,0,1
"573","1",56,3,1,3,3,"2","1",100.3,5,0
"574","2",28,3,1,3,3,"1","2",110.85,0,1
"575","1",61,1,3,3,3,"3","2",81.05,0,1
"576","1",31,3,3,3,1,"2","1",98.05,0,1
"577","1",9,1,1,1,1,"1","2",70.5,0,1
"578","2",35,3,3,1,3,"1","2",94.55,0,1
"579","1",2,1,2,2,2,"1","2",19.65,0,1
"580","1",12,1,2,2,2,"1","1",19,0,0
"581","1",1,1,3,1,1,"1","1",75.3,0,0
"582","2",4,3,1,3,1,"1","2",89.2,0,0
"583","1",1,1,2,2,2,"1","2",19,0,1
"584","1",3,1,2,2,2,"1","2",20,0,1
"585","2",1,3,1,3,1,"1","2",85.7,0,0
"586","1",52,1,3,3,1,"3","2",63.25,0,1
"587","1",5,1,2,2,2,"2","1",20.1,0,1
"588","1",72,3,3,1,3,"3","2",99.15,0,1
"589","1",71,3,3,3,3,"3","1",90.4,0,1
"590","1",72,3,3,3,3,"3","2",111.9,0,1
"591","1",46,3,2,2,2,"2","1",24.9,0,1
"592","1",63,3,3,3,3,"3","1",83.5,2,1
"593","1",30,1,3,1,1,"1","2",84.3,0,1
"594","1",1,1,1,1,1,"1","1",45.6,0,1
"595","1",12,3,3,1,1,"1","2",61.65,1,0
"596","1",16,2,3,3,1,"3","1",54.85,0,1
"597","1",4,3,1,1,3,"1","1",65.55,0,1
"598","1",51,3,1,1,3,"2","2",90.35,0,1
"599","1",65,1,2,2,2,"3","2",20.4,0,1
"600","1",16,1,1,1,1,"1","2",74.55,0,1
"601","1",2,1,2,2,2,"2","1",19.95,0,1
"602","1",66,3,1,1,1,"2","2",74.25,0,1
"603","1",46,3,1,3,3,"3","1",108.65,0,1
"604","1",32,3,3,3,3,"2","2",109.55,0,1
"605","1",72,3,3,3,3,"3","1",86.65,0,1
"606","1",38,1,3,3,3,"3","1",81,0,1
"607","1",51,1,1,1,1,"2","1",47.85,0,1
"608","1",72,3,3,3,3,"3","1",114.55,0,1
"609","2",65,3,3,3,3,"1","1",105.25,6,0
"610","1",9,2,1,1,1,"1","2",29.95,0,0
"611","1",9,1,3,1,1,"1","1",65,0,0
"612","1",66,1,2,2,2,"3","1",20.55,0,1
"613","2",44,3,3,3,3,"2","2",109.8,0,1
"614","1",50,3,1,1,3,"3","1",69.5,0,1
"615","1",15,3,1,1,1,"1","1",48.85,0,1
"616","1",8,2,1,1,1,"1","2",25.25,0,1
"617","2",66,3,1,3,3,"2","2",102.85,0,1
"618","1",57,3,3,1,1,"1","2",87.55,0,1
"619","1",7,3,1,1,1,"1","2",78.55,0,1
"620","2",10,2,1,1,3,"1","2",34.55,0,1
"621","1",62,3,3,1,1,"2","2",92.05,0,1
"622","1",40,1,1,3,1,"2","2",85.05,0,1
"623","1",20,1,2,2,2,"3","1",19.7,0,1
"624","1",7,1,2,2,2,"1","1",20,0,0
"625","1",25,1,1,3,3,"1","2",95.15,0,1
"626","1",23,3,1,1,1,"1","1",84.25,0,1
"627","2",66,3,1,3,3,"2","1",104.6,0,1
"628","2",72,3,1,3,3,"3","1",111.65,0,1
"629","2",49,3,1,1,3,"1","1",90.05,3,0
"630","2",43,3,1,3,3,"1","2",110.75,4,0
"631","1",46,3,3,1,1,"1","1",55,0,1
"632","1",72,3,3,3,3,"3","1",89.85,0,1
"633","1",10,1,2,2,2,"2","1",20.35,0,1
"634","1",40,2,3,3,3,"2","2",54.55,0,1
"635","1",65,3,1,3,3,"1","2",105.5,6,0
"636","1",31,1,1,3,3,"3","1",99.45,1,1
"637","1",68,3,3,1,1,"3","1",70.9,0,1
"638","2",56,3,3,3,3,"2","2",104.55,5,0
"639","1",10,3,1,1,3,"1","2",85.25,0,0
"640","1",68,3,2,2,2,"3","1",25.4,0,1
"641","1",43,1,1,3,1,"1","1",56.15,0,0
"642","1",1,1,1,3,3,"1","2",89.55,1,0
"643","2",49,1,1,1,3,"2","2",89.85,0,1
"644","1",15,3,2,2,2,"1","2",25.25,0,1
"645","2",20,3,1,3,3,"1","2",94.55,2,0
"646","1",1,1,1,1,1,"1","2",45.7,0,0
"647","1",50,3,1,3,1,"2","2",69.65,0,1
"648","2",2,3,1,1,3,"1","1",89.5,0,0
"649","2",24,1,1,1,1,"1","1",70,0,1
"650","1",3,1,1,1,1,"1","2",69.55,0,0
"651","1",1,1,1,1,1,"1","2",74.6,0,0
"652","1",35,1,2,2,2,"3","1",20.1,0,1
"653","1",17,3,2,2,2,"1","1",24.8,0,1
"654","2",8,1,2,2,2,"1","1",19.65,0,0
"655","1",10,1,1,3,3,"1","2",95.1,0,1
"656","1",68,3,3,3,3,"3","2",88.85,0,1
"657","1",45,1,3,3,3,"2","1",78.8,0,1
"658","1",2,1,2,2,2,"2","1",19.85,0,0
"659","1",37,1,2,2,2,"1","1",20.35,0,1
"660","1",4,2,1,1,1,"1","2",24.25,0,0
"661","1",10,1,1,1,1,"1","1",45.25,0,1
"662","1",1,1,2,2,2,"1","1",20.05,0,1
"663","1",65,3,3,1,3,"3","2",69.55,0,1
"664","1",57,1,2,2,2,"3","1",19.5,0,1
"665","1",3,1,1,1,1,"1","2",74.75,0,1
"666","1",2,1,1,1,1,"1","1",69.65,0,0
"667","1",49,2,1,1,1,"1","2",30.2,0,1
"668","1",4,1,1,1,1,"1","1",45.65,0,0
"669","1",70,2,1,3,3,"3","1",57.8,0,1
"670","1",53,1,2,2,2,"2","2",19.85,0,1
"671","1",53,3,2,2,2,"3","1",25.55,0,1
"672","1",1,3,1,1,1,"1","2",75.05,0,0
"673","1",22,3,2,2,2,"1","2",24.85,0,1
"674","2",52,2,1,3,3,"1","2",49.15,5,0
"675","2",65,3,3,3,3,"3","2",110.35,0,1
"676","1",48,3,2,2,2,"2","1",24.55,0,1
"677","1",2,2,1,1,3,"1","2",34.7,0,0
"678","1",3,3,1,3,3,"1","1",107.95,0,1
"679","1",45,3,1,1,1,"1","1",81.4,2,1
"680","1",1,1,1,1,3,"1","1",80,0,0
"681","1",61,1,1,3,3,"3","2",73.8,0,1
"682","1",3,1,3,3,1,"1","2",64.4,0,1
"683","2",40,3,1,3,3,"2","2",103.75,0,1
"684","1",1,1,1,1,1,"1","1",71.1,0,1
"685","1",1,1,1,1,1,"1","2",49.9,0,1
"686","1",51,3,2,2,2,"2","2",24.6,0,1
"687","2",2,1,3,1,1,"1","2",49.25,0,0
"688","1",52,2,1,1,1,"2","1",30.1,0,1
"689","1",51,3,1,1,3,"1","1",83.4,0,1
"690","1",1,1,2,2,2,"1","2",20.45,0,1
"691","1",31,3,3,1,3,"2","2",75.25,0,1
"692","1",47,1,2,2,2,"2","1",20.55,4,1
"693","1",3,3,1,1,1,"1","2",75.1,0,0
"694","2",22,1,2,2,2,"2","2",20.05,0,1
"695","1",1,1,2,2,2,"1","2",20.65,0,1
"696","1",72,3,1,3,3,"3","2",85.15,0,1
"697","1",3,1,1,1,1,"1","2",50.15,0,0
"698","2",47,1,1,3,1,"2","2",84.95,0,1
"699","1",72,3,3,1,1,"3","2",66.5,0,1
"700","1",66,3,1,3,1,"3","2",63.3,0,1
"701","1",35,3,1,3,1,"1","1",83.15,0,1
"702","1",29,3,1,1,3,"1","2",84.9,0,1
"703","1",2,1,2,2,2,"1","2",20.55,0,1
"704","1",4,1,1,1,1,"1","1",49.25,0,1
"705","1",25,1,3,1,1,"1","2",79.85,2,0
"706","1",65,1,3,1,1,"3","2",59.6,2,1
"707","2",27,3,1,3,3,"2","2",104.65,0,1
"708","1",29,1,1,1,1,"1","2",75.3,0,1
"709","1",29,3,1,3,3,"1","1",80.1,0,1
"710","1",1,1,2,2,2,"1","1",19.55,0,0
"711","1",20,1,1,1,1,"1","2",81,0,1
"712","1",58,3,2,2,2,"3","2",24.7,0,1
"713","1",14,3,3,1,1,"1","2",86,0,1
"714","1",72,3,2,2,2,"3","1",25.4,0,1
"715","1",46,3,3,3,1,"1","2",89.15,0,1
"716","1",71,2,1,3,3,"3","1",58.25,0,1
"717","1",32,3,1,1,3,"1","2",85.65,0,1
"718","1",26,2,1,3,3,"1","2",50.35,0,1
"719","2",68,3,1,1,1,"1","2",80.35,3,1
"720","1",2,1,2,2,2,"2","1",20.2,0,1
"721","1",61,1,2,2,2,"3","1",20.55,0,1
"722","1",4,3,1,1,3,"1","2",85.95,0,0
"723","1",3,1,1,1,1,"1","2",45.35,0,0
"724","2",33,3,1,3,3,"1","2",94.5,2,0
"725","2",9,1,2,2,2,"1","2",21.25,0,1
"726","1",22,3,2,2,2,"3","1",26.25,0,1
"727","1",5,1,1,3,1,"1","2",80.85,0,1
"728","2",30,3,3,1,1,"1","1",91.7,3,0
"729","1",65,3,1,1,3,"3","2",74.2,0,1
"730","1",45,3,1,1,1,"1","2",87.25,0,0
"731","1",5,1,2,2,2,"1","1",20.35,0,1
"732","1",25,1,1,1,1,"1","2",75.5,0,1
"733","1",72,3,3,1,1,"3","1",79.05,0,1
"734","1",27,3,1,1,3,"1","1",90.15,0,1
"735","1",32,2,1,3,3,"1","1",50.6,0,1
"736","1",30,3,1,3,3,"2","1",110.45,0,1
"737","1",70,1,3,1,3,"3","1",101,4,1
"738","2",42,3,1,1,1,"1","2",79.35,0,1
"739","2",72,3,3,3,3,"3","2",89.85,0,1
"740","1",47,3,3,1,1,"3","2",65,0,1
"741","1",2,1,3,1,1,"1","2",80.45,0,1
"742","1",10,3,3,3,3,"1","1",98.55,0,0
"743","1",61,3,2,2,2,"3","2",24.1,0,1
"744","1",5,1,1,1,1,"1","2",44.05,0,1
"745","2",72,3,1,3,3,"3","2",110.8,0,1
"746","2",72,3,3,3,3,"3","2",114.95,0,1
"747","2",3,1,1,1,1,"1","1",75.05,0,1
"748","1",48,1,2,2,2,"3","1",19.25,0,1
"749","1",63,1,1,3,1,"2","2",90.05,0,1
"750","1",27,1,3,1,1,"1","2",56.7,0,1
"751","1",70,1,3,3,3,"3","2",80.15,0,1
"752","1",7,1,3,1,3,"1","2",71.35,0,1
"753","1",2,1,3,3,1,"1","1",90.35,0,1
"754","2",20,3,1,3,3,"1","2",98.55,3,0
"755","1",66,1,2,2,2,"3","1",19.7,0,1
"756","1",3,1,2,2,2,"1","1",19.85,0,1
"757","1",15,1,1,1,3,"1","2",85.9,1,0
"758","1",72,3,3,1,1,"3","2",90.35,0,1
"759","1",1,1,2,2,2,"1","1",20.8,0,1
"760","1",22,1,1,3,3,"1","1",89.25,3,0
"761","1",3,1,1,1,1,"1","2",70.3,0,0
"762","1",72,3,3,1,1,"3","1",66.85,0,1
"763","1",65,1,2,2,2,"3","1",19.9,0,1
"764","1",11,2,1,3,1,"1","2",35.8,0,1
"765","1",22,3,1,1,1,"1","2",78.85,0,1
"766","1",14,1,2,2,2,"2","1",20.4,0,1
"767","1",41,1,1,1,1,"1","2",74.25,0,1
"768","1",17,1,3,1,3,"2","1",64.8,0,1
"769","1",11,1,2,2,2,"1","2",20.45,0,1
"770","1",15,3,1,3,3,"1","2",93.35,1,0
"771","1",1,1,2,2,2,"1","1",19.9,0,0
"772","1",5,1,3,1,3,"1","2",88.9,0,0
"773","1",33,1,1,3,3,"2","2",95.8,4,0
"774","1",72,3,3,3,3,"3","2",110.65,0,1
"775","1",3,2,1,1,3,"1","1",40.3,0,1
"776","1",2,3,1,1,1,"1","2",82,0,0
"777","1",59,3,3,1,3,"2","2",107,0,1
"778","1",2,1,1,1,1,"1","1",45.35,0,0
"779","1",71,1,1,3,3,"3","2",73.35,0,1
"780","1",5,1,1,1,1,"1","1",44.8,0,1
"781","1",27,1,3,1,1,"1","2",54.75,1,1
"782","1",1,1,1,1,1,"1","2",52.2,0,0
"783","1",63,2,3,1,1,"2","2",40.6,0,1
"784","2",46,3,3,3,3,"2","2",110,4,0
"785","1",72,3,3,1,1,"3","1",55.3,0,1
"786","1",34,3,3,1,1,"1","2",60.85,0,1
"787","1",24,3,3,3,3,"2","1",78.4,0,1
"788","1",72,3,3,1,1,"3","1",69.65,0,1
"789","1",60,2,3,3,3,"3","1",59.85,0,1
"790","1",68,3,3,1,3,"2","2",76.9,0,1
"791","1",8,1,2,2,2,"3","2",19.85,0,1
"792","1",34,1,3,3,1,"3","1",67.65,0,1
"793","1",6,2,1,3,3,"1","1",45,0,1
"794","1",2,1,1,1,3,"1","2",64.2,0,1
"795","1",31,3,1,1,1,"2","1",81.7,0,1
"796","1",20,3,2,2,2,"1","2",25.55,0,1
"797","1",1,1,2,2,2,"1","1",20,0,1
"798","1",62,3,1,3,3,"2","2",96.75,6,0
"799","2",70,3,1,1,1,"3","2",75.65,0,1
"800","1",10,3,1,3,3,"1","2",98.5,2,0
"801","1",39,3,2,2,2,"3","2",23.8,0,1
"802","1",46,1,1,3,1,"3","2",64.2,0,1
"803","1",6,1,1,3,1,"1","2",85.35,0,0
"804","1",72,3,1,3,3,"3","2",76.8,0,1
"805","1",18,1,1,1,1,"1","1",55.2,0,1
"806","1",71,3,3,3,3,"3","2",108.55,0,1
"807","1",40,3,1,3,3,"1","2",101.3,5,0
"808","1",1,1,1,1,1,"1","2",69.55,0,0
"809","1",58,3,1,3,3,"2","2",103.25,4,0
"810","1",70,3,3,3,3,"3","2",104,7,0
"811","1",42,3,2,2,2,"3","1",25.25,0,1
"812","1",34,2,3,1,1,"2","1",30.4,0,1
"813","2",5,1,2,2,2,"1","1",20.05,0,1
"814","1",25,3,1,3,1,"1","2",84.6,0,1
"815","1",2,1,1,1,3,"1","2",86.2,0,0
"816","1",55,1,1,3,3,"2","2",103.7,0,1
"817","1",21,3,1,3,3,"1","2",111.2,2,0
"818","1",70,3,3,1,1,"3","2",88,0,1
"819","1",61,3,1,3,3,"1","2",106.35,0,1
"820","1",43,1,3,3,3,"3","2",79.15,0,1
"821","1",47,3,1,3,3,"2","2",103.1,0,1
"822","1",5,1,1,3,1,"1","2",63.95,0,1
"823","1",62,3,2,2,2,"3","2",25.8,0,1
"824","1",16,1,1,3,1,"1","2",89.45,1,0
"825","2",7,3,1,3,3,"1","2",95.6,0,0
"826","1",14,3,2,2,2,"1","1",25.55,0,1
"827","1",60,1,1,3,1,"2","1",90.95,6,0
"828","1",34,2,1,3,1,"1","2",44.85,0,1
"829","1",50,3,3,3,3,"2","1",108.55,5,0
"830","1",38,3,2,2,2,"3","1",25.05,0,1
"831","1",70,1,3,1,3,"2","1",74.1,0,1
"832","1",37,3,1,3,1,"1","2",88.8,0,1
"833","2",4,1,1,3,1,"1","2",78.85,0,0
"834","2",60,3,3,1,3,"1","2",93.25,3,1
"835","1",62,1,3,1,3,"2","1",71.4,0,1
"836","1",1,1,1,1,1,"1","1",44.4,0,0
"837","1",36,1,3,3,3,"1","2",79.2,0,1
"838","1",44,1,2,2,2,"3","1",20.4,0,1
"839","2",55,3,1,3,3,"2","2",100,5,0
"840","1",72,3,3,3,3,"3","2",105,0,1
"841","1",12,1,2,2,2,"2","1",19.8,0,0
"842","1",13,2,3,1,1,"1","2",30.85,0,1
"843","1",1,1,1,3,3,"1","2",89.9,2,0
"844","1",15,1,2,2,2,"2","1",20.55,0,1
"845","1",65,1,3,3,3,"3","2",84.85,0,1
"846","1",12,2,3,1,1,"2","1",33.15,0,1
"847","1",72,3,3,3,3,"3","2",92,0,1
"848","1",72,3,3,3,3,"3","1",89.8,0,1
"849","1",72,3,3,3,3,"3","2",115.8,0,1
"850","1",52,3,3,3,3,"3","2",85.15,0,1
"851","1",2,3,2,2,2,"1","1",24.85,0,1
"852","1",5,1,3,3,1,"1","2",64.35,0,1
"853","1",68,1,2,2,2,"3","1",20.5,0,1
"854","1",62,3,1,3,3,"2","2",100.15,5,0
"855","1",72,3,3,3,3,"3","1",86.05,0,1
"856","1",1,1,1,1,1,"1","1",50.8,0,0
"857","1",66,3,3,1,1,"2","1",89,0,1
"858","1",72,2,3,3,3,"3","2",64.8,0,1
"859","1",26,1,2,2,2,"2","1",19.8,0,1
"860","1",64,3,3,1,3,"3","1",93.4,0,1
"861","2",20,1,1,1,1,"1","2",73.65,0,0
"862","1",3,1,1,3,3,"1","2",95.1,0,0
"863","1",22,3,1,3,3,"1","2",94.65,3,0
"864","1",4,1,1,1,1,"1","2",80.6,0,0
"865","1",62,2,1,3,1,"3","2",39,0,1
"866","1",5,1,2,2,2,"1","2",20.5,0,1
"867","1",59,3,1,1,3,"2","1",85.55,0,0
"868","1",3,3,2,2,2,"3","2",26.4,0,1
"869","1",72,3,3,3,1,"3","2",98.2,6,1
"870","1",57,1,1,3,3,"2","2",97.55,0,1
"871","1",66,1,2,2,2,"3","1",19.95,6,1
"872","1",60,2,1,3,3,"1","2",50.8,6,0
"873","1",45,3,1,3,3,"3","1",99.7,0,1
"874","1",3,2,1,3,1,"1","2",34.8,0,1
"875","1",15,1,3,3,3,"1","1",105.1,0,0
"876","1",51,2,3,3,3,"2","1",60.15,0,1
"877","1",60,3,3,1,1,"2","1",64.75,0,1
"878","1",33,3,1,1,1,"1","2",54.65,0,1
"879","1",10,1,3,3,3,"1","2",110.1,0,0
"880","2",26,1,2,2,2,"2","1",19.3,0,1
"881","1",6,1,1,1,3,"1","1",83.9,0,0
"882","1",67,3,3,3,3,"2","2",111.25,0,1
"883","1",49,2,3,1,1,"2","2",35.8,0,1
"884","1",1,1,2,2,2,"1","2",20.05,0,1
"885","2",7,1,1,3,1,"1","2",84.35,0,1
"886","2",27,3,3,3,3,"2","2",110.5,0,1
"887","1",37,1,1,3,3,"2","1",91.2,0,1
"888","1",63,3,3,3,1,"1","2",100.55,6,0
"889","1",31,3,3,1,1,"1","1",89.3,0,1
"890","1",50,3,1,3,3,"1","2",103.85,5,0
"891","2",32,3,1,1,1,"1","2",81.1,0,1
"892","1",1,2,1,1,1,"1","1",24.6,0,0
"893","1",63,3,1,1,1,"2","2",81.2,2,1
"894","1",30,3,3,1,3,"1","2",94.3,0,1
"895","1",71,3,3,3,3,"3","2",116.1,0,1
"896","1",53,3,1,3,3,"3","1",105.55,0,1
"897","1",12,1,3,3,3,"1","2",98.9,2,0
"898","1",50,3,3,1,3,"1","2",94.4,0,1
"899","1",2,1,2,2,2,"1","1",19.5,0,1
"900","1",9,3,1,3,3,"1","1",98.3,0,0
"901","1",17,1,3,3,3,"1","1",93.85,1,0
"902","1",56,1,3,3,3,"2","2",105.6,0,1
"903","1",67,1,3,3,3,"3","1",81.35,0,1
"904","2",9,3,1,3,3,"1","2",100.5,0,0
"905","1",4,1,1,3,1,"1","2",56.4,0,1
"906","1",19,1,1,1,3,"2","2",65.35,0,1
"907","1",8,1,2,2,2,"1","1",19.95,0,1
"908","1",71,3,1,3,3,"3","2",111.25,0,1
"909","2",10,1,1,1,1,"1","2",72.85,0,0
"910","2",15,3,1,3,1,"1","1",89,0,1
"911","1",72,3,3,3,3,"2","2",106.1,0,1
"912","1",12,1,2,2,2,"2","1",20.05,0,1
"913","1",72,3,2,2,2,"3","2",25.2,0,1
"914","2",1,3,1,1,1,"1","2",73.55,0,0
"915","2",23,1,3,1,1,"1","2",75.4,0,1
"916","1",72,2,3,3,3,"3","2",65.55,0,1
"917","1",26,3,1,1,1,"1","2",80.7,0,1
"918","1",21,1,1,3,3,"2","2",104.55,0,1
"919","1",60,3,2,2,2,"2","1",24.15,0,1
"920","1",12,1,2,2,2,"1","1",20.45,0,1
"921","1",16,3,1,1,1,"1","2",75.4,0,1
"922","1",63,3,3,3,3,"2","2",79.7,0,1
"923","2",22,1,3,1,1,"1","1",81.7,0,1
"924","1",32,1,3,1,3,"1","1",76.3,0,1
"925","2",3,3,1,1,1,"1","2",79.4,0,0
"926","1",13,1,1,1,1,"1","2",81.15,1,0
"927","1",68,3,1,3,3,"3","2",103.75,0,1
"928","1",30,1,1,1,3,"2","1",86.45,0,1
"929","1",16,1,1,1,1,"1","1",75.1,0,1
"930","1",33,1,1,1,1,"3","1",80.6,0,1
"931","1",72,1,2,2,2,"3","1",19.3,0,1
"932","2",4,3,1,1,3,"1","2",84.6,0,0
"933","1",12,2,3,1,1,"2","2",33.6,0,1
"934","2",4,3,1,3,1,"1","2",83.25,0,1
"935","1",6,3,3,1,1,"1","2",79.05,0,0
"936","1",65,3,1,3,3,"2","2",108.05,0,1
"937","1",15,1,2,2,2,"1","1",19.9,0,1
"938","1",24,1,2,2,2,"2","1",21.05,0,1
"939","1",13,2,1,1,1,"1","1",30.15,0,1
"940","1",24,1,1,1,3,"1","2",79.85,0,1
"941","1",72,2,3,3,3,"3","1",65.5,0,1
"942","1",54,3,3,3,3,"1","2",104.1,0,1
"943","1",3,3,1,1,1,"1","1",74.4,0,0
"944","1",4,1,2,2,2,"1","2",20.5,0,1
"945","2",32,3,1,3,1,"1","2",91.35,0,1
"946","2",35,3,1,3,3,"1","2",99.05,1,0
"947","1",35,1,2,2,2,"3","1",20.5,0,1
"948","2",2,1,1,1,1,"1","1",44.95,0,0
"949","1",8,1,1,1,1,"1","1",75.6,0,1
"950","1",22,1,3,1,1,"1","1",55.1,0,1
"951","1",15,1,3,1,1,"1","1",58.95,0,1
"952","1",22,3,1,3,3,"1","2",95.1,0,1
"953","1",1,1,1,1,1,"1","1",44.7,0,0
"954","1",71,3,2,2,2,"3","1",25.45,0,1
"955","1",4,1,3,1,1,"1","1",56.75,0,1
"956","1",25,3,3,1,3,"1","1",81.75,0,1
"957","1",32,1,1,3,1,"1","2",86.1,0,1
"958","2",7,2,3,1,1,"1","1",29.8,0,1
"959","1",17,1,2,2,2,"2","2",20.5,0,1
"960","2",8,1,3,3,1,"1","1",60.9,0,1
"961","2",56,3,3,1,3,"3","1",73.25,0,1
"962","1",1,1,1,1,1,"1","2",45.7,0,0
"963","2",8,1,3,3,3,"1","1",100.3,1,0
"964","1",7,1,2,2,2,"1","1",19.25,0,0
"965","1",3,1,2,2,2,"1","1",20.85,0,1
"966","1",71,1,3,3,1,"3","1",77.35,0,1
"967","1",2,3,1,3,3,"1","2",96,1,0
"968","1",1,1,1,3,3,"1","1",90.55,0,0
"969","1",49,3,3,3,1,"1","2",93.85,0,1
"970","1",58,1,1,3,1,"3","1",70.1,0,1
"971","2",44,2,1,1,1,"1","2",30.35,0,0
"972","1",59,1,1,3,3,"3","2",75.95,0,1
"973","1",71,3,3,3,3,"3","2",108.05,8,0
"974","1",1,1,1,1,1,"1","2",69.9,0,0
"975","1",11,3,1,1,1,"1","1",75.25,0,1
"976","2",62,3,1,3,3,"2","2",103.75,6,0
"977","1",35,1,3,1,1,"2","2",54.95,0,1
"978","1",20,1,2,2,2,"1","2",19.5,0,1
"979","1",40,1,2,2,2,"3","1",19.6,0,1
"980","1",39,1,3,1,1,"2","2",47.85,0,1
"981","1",1,3,1,1,3,"1","2",86.6,0,0
"982","1",72,3,2,2,2,"3","1",23.75,0,1
"983","2",33,3,1,1,1,"1","2",80.6,0,0
"984","1",12,1,1,1,1,"1","1",43.8,0,1
"985","1",1,1,2,2,2,"1","1",19.75,0,1
"986","1",27,1,2,2,2,"1","1",19.15,0,1
"987","1",34,1,2,2,2,"2","1",19.6,0,1
"988","1",56,1,3,1,1,"3","1",80.3,0,1
"989","1",58,3,2,2,2,"3","1",24.35,0,1
"990","1",22,3,2,2,2,"3","1",25.25,0,1
"991","1",10,3,2,2,2,"3","1",26.1,0,1
"992","1",13,1,2,2,2,"3","1",20,0,1
"993","1",35,3,1,1,1,"1","1",85.3,0,0
"994","1",34,1,1,1,1,"1","2",70,0,0
"995","2",4,3,1,3,3,"1","2",94.3,2,0
